,Date,Intensity
0,(05-30) 23:30:20,66.30729675292969
1,(05-30) 23:30:21,66.30729675292969
2,(05-30) 23:30:22,66.30729675292969
3,(05-30) 23:30:23,66.30729675292969
4,(05-30) 23:30:24,66.30729675292969
5,(05-30) 23:30:25,66.30729675292969
6,(05-30) 23:30:26,66.30729675292969
7,(05-30) 23:30:28,66.30729675292969
8,(05-30) 23:30:32,66.30729675292969
9,(05-30) 23:30:36,66.30729675292969
10,(05-30) 23:30:40,66.30729675292969
11,(05-30) 23:30:44,66.30729675292969
12,(05-30) 23:30:48,66.30729675292969
13,(05-30) 23:30:52,66.30729675292969
14,(05-30) 23:30:56,66.30729675292969
15,(05-30) 23:31:00,66.30729675292969
16,(05-30) 23:31:04,66.30729675292969
17,(05-30) 23:31:08,66.30729675292969
18,(05-30) 23:31:12,64.76190439860027
19,(05-30) 23:31:16,64.76190439860027
20,(05-30) 23:31:20,64.76190439860027
21,(05-30) 23:31:24,64.76190439860027
22,(05-30) 23:31:28,64.76190439860027
23,(05-30) 23:31:32,64.76190439860027
24,(05-30) 23:31:36,64.76190439860027
25,(05-30) 23:31:40,64.76190439860027
26,(05-30) 23:31:44,64.76190439860027
27,(05-30) 23:31:48,64.76190439860027
28,(05-30) 23:31:52,64.76190439860027
29,(05-30) 23:31:56,64.76190439860027
30,(05-30) 23:32:00,64.76190439860027
31,(05-30) 23:32:04,64.76190439860027
32,(05-30) 23:32:08,64.76190439860027
33,(05-30) 23:32:12,64.76190439860027
34,(05-30) 23:32:16,64.81823094685872
35,(05-30) 23:32:22,64.81823094685872
36,(05-30) 23:32:25,64.81823094685872
37,(05-30) 23:32:29,64.81823094685872
38,(05-30) 23:32:33,64.81823094685872
39,(05-30) 23:32:37,64.81823094685872
40,(05-30) 23:32:41,64.81823094685872
41,(05-30) 23:32:45,64.81823094685872
42,(05-30) 23:32:49,64.81823094685872
43,(05-30) 23:32:53,64.81823094685872
44,(05-30) 23:32:57,64.81823094685872
45,(05-30) 23:33:00,64.81823094685872
46,(05-30) 23:33:04,64.81823094685872
47,(05-30) 23:33:08,64.81823094685872
48,(05-30) 23:33:12,64.97392400105794
49,(05-30) 23:33:16,64.97392400105794
50,(05-30) 23:33:20,64.97392400105794
51,(05-30) 23:33:24,64.97392400105794
52,(05-30) 23:33:28,64.97392400105794
53,(05-30) 23:33:32,64.97392400105794
54,(05-30) 23:33:36,64.97392400105794
55,(05-30) 23:33:40,64.97392400105794
56,(05-30) 23:33:44,64.97392400105794
57,(05-30) 23:33:48,64.97392400105794
58,(05-30) 23:33:52,64.97392400105794
59,(05-30) 23:33:56,64.97392400105794
60,(05-30) 23:34:00,64.97392400105794
61,(05-30) 23:34:04,64.97392400105794
62,(05-30) 23:34:08,64.97392400105794
63,(05-30) 23:34:12,66.1879170735677
64,(05-30) 23:34:16,66.1879170735677
65,(05-30) 23:34:20,66.1879170735677
